{'Multi-pitch': 0.44848484848484854, 'Voice': 0.6597222222222222, 'Meter': 0.3076923076923077, 'Value': 0.5694135986134652, 'Harmony': 0.0, 'MV2H': 0.3970625954025687}
{'Multi-pitch': 0.5806451612903226, 'Voice': 0.5714285714285716, 'Meter': 0.4848484848484849, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7273844435134758}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.9574468085106383, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.924822695035461}
{'Multi-pitch': 0.5393258426966293, 'Voice': 0.732482993197279, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.787695100512115}
{'Multi-pitch': 0.8571428571428571, 'Voice': 1.0, 'Meter': 0.0915032679738562, 'Value': 0.8987163392901099, 'Harmony': 0.9583333333333334, 'MV2H': 0.7611391595480314}
{'Multi-pitch': 0.7435897435897437, 'Voice': 0.8392857142857144, 'Meter': 0.11111111111111112, 'Value': 0.9703703703703703, 'Harmony': 1.0, 'MV2H': 0.732871387871388}
{'Multi-pitch': 0.6086956521739131, 'Voice': 1.0, 'Meter': 0.43333333333333335, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8084057971014493}
{'Multi-pitch': 0.9144981412639406, 'Voice': 1.0, 'Meter': 0.17886178861788618, 'Value': 0.9705882352941176, 'Harmony': 1.0, 'MV2H': 0.8127896330351888}
{'Multi-pitch': 0.5217391304347826, 'Voice': 0.7777777777777778, 'Meter': 0.007631874298540965, 'Value': 0.5, 'Harmony': 1.0, 'MV2H': 0.5614297565022203}
{'Multi-pitch': 0.7438016528925621, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.7775070999506369, 'Harmony': 1.0, 'MV2H': 0.7042617505686398}
{'Multi-pitch': 0.9423076923076923, 'Voice': 1.0, 'Meter': 0.65625, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9197115384615385}
{'Multi-pitch': 0.6202898550724637, 'Voice': 1.0, 'Meter': 0.29629629629629634, 'Value': 0.9769407299527783, 'Harmony': 1.0, 'MV2H': 0.7787053762643076}
{'Multi-pitch': 0.5098039215686275, 'Voice': 0.8611111111111112, 'Meter': 0.19999999999999998, 'Value': 0.94, 'Harmony': 1.0, 'MV2H': 0.7021830065359478}
{'Multi-pitch': 0.8917197452229298, 'Voice': 0.975, 'Meter': 0.47142857142857136, 'Value': 0.969666605939151, 'Harmony': 1.0, 'MV2H': 0.8615629845181305}
{'Multi-pitch': 0.8372093023255813, 'Voice': 1.0, 'Meter': 0.35978835978835977, 'Value': 0.9858951936779375, 'Harmony': 1.0, 'MV2H': 0.8365785711583758}
{'Multi-pitch': 0.9107142857142857, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9154761904761906}
{'Multi-pitch': 0.42424242424242425, 'Voice': 0.8421052631578948, 'Meter': 0.17647058823529413, 'Value': 0.9288582903040735, 'Harmony': 0.5, 'MV2H': 0.5743353131879373}
{'Multi-pitch': 0.6359832635983262, 'Voice': 0.9821428571428571, 'Meter': 0.3676470588235294, 'Value': 0.9230769230769231, 'Harmony': 1.0, 'MV2H': 0.7817700205283271}
{'Multi-pitch': 0.8526315789473684, 'Voice': 1.0, 'Meter': 0.3076923076923077, 'Value': 0.9929577464788732, 'Harmony': 1.0, 'MV2H': 0.8306563266237099}
{'Multi-pitch': 0.4358974358974359, 'Voice': 0.8508771929824561, 'Meter': 0.23999999999999996, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7053549257759784}
{'Multi-pitch': 0.7999999999999999, 'Voice': 1.0, 'Meter': 0.37037037037037035, 'Value': 0.8605622489959842, 'Harmony': 1.0, 'MV2H': 0.8061865238732707}
{'Multi-pitch': 0.712871287128713, 'Voice': 0.9031746031746031, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8565425113939966}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.8691099476439791, 'Voice': 1.0, 'Meter': 0.34188034188034183, 'Value': 0.9938271604938271, 'Harmony': 1.0, 'MV2H': 0.8409634900036297}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.625, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.925}
{'Multi-pitch': 0.5806451612903226, 'Voice': 0.7333333333333333, 'Meter': 0.16666666666666666, 'Value': 0.8449799196787149, 'Harmony': 0.0, 'MV2H': 0.4651250161938075}
{'Multi-pitch': 0.4415584415584416, 'Voice': 0.7652777777777777, 'Meter': 0.08356545961002786, 'Value': 0.9827123695976155, 'Harmony': 0.0, 'MV2H': 0.45462280970877256}
{'Multi-pitch': 0.7586206896551724, 'Voice': 0.8984848484848484, 'Meter': 0.4117647058823529, 'Value': 0.9332443257676901, 'Harmony': 0.0, 'MV2H': 0.6004229139580127}
{'Multi-pitch': 0.8860759493670887, 'Voice': 1.0, 'Meter': 0.5238095238095237, 'Value': 0.9920326467158959, 'Harmony': 1.0, 'MV2H': 0.8803836239785017}
{'Multi-pitch': 0.9230769230769231, 'Voice': 0.9333333333333333, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9046153846153846}
{'Multi-pitch': 0.13157894736842105, 'Voice': 0.7499999999999999, 'Meter': 0.03125000000000001, 'Value': 0.7494989979959921, 'Harmony': 0.0, 'MV2H': 0.3324655890728826}
{'Multi-pitch': 0.34782608695652173, 'Voice': 0.8837209302325582, 'Meter': 0.11688311688311688, 'Value': 0.9355486461976941, 'Harmony': 1.0, 'MV2H': 0.6567957560539781}
{'Multi-pitch': 0.048780487804878044, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.5060167031862257, 'Harmony': 0.42857142857142855, 'MV2H': 0.3966737239125065}
{'Multi-pitch': 0.5454545454545455, 'Voice': 0.8620689655172413, 'Meter': 0.3461538461538462, 'Value': 0.8637733967589689, 'Harmony': 1.0, 'MV2H': 0.7234901507769205}
{'Multi-pitch': 0.7454545454545455, 'Voice': 0.9743589743589743, 'Meter': 0.32857142857142857, 'Value': 0.9713839750260146, 'Harmony': 1.0, 'MV2H': 0.8039537846821926}
{'Multi-pitch': 0.47368421052631576, 'Voice': 0.8387096774193549, 'Meter': 0.25757575757575757, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7139939291042856}
{'Multi-pitch': 0.958904109589041, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9251141552511415}
pass
{'Multi-pitch': 0.932806324110672, 'Voice': 1.0, 'Meter': 0.3333333333333333, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8532279314888012}
{'Multi-pitch': 0.8800000000000001, 'Voice': 1.0, 'Meter': 0.55, 'Value': 0.9866666666666666, 'Harmony': 1.0, 'MV2H': 0.8833333333333334}
{'Multi-pitch': 0.96, 'Voice': 0.9666666666666667, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9186666666666667}
{'Multi-pitch': 0.9322033898305084, 'Voice': 0.6666666666666666, 'Meter': 0.4712041884816754, 'Value': 0.7363331515155167, 'Harmony': 1.0, 'MV2H': 0.7612814792988735}
{'Multi-pitch': 0.4901960784313726, 'Voice': 1.0, 'Meter': 0.08433734939759037, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7149066855657926}
{'Multi-pitch': 0.8484848484848486, 'Voice': 0.8333333333333334, 'Meter': 0.5666666666666667, 'Value': 0.9773182729094553, 'Harmony': 1.0, 'MV2H': 0.8451606242788609}
{'Multi-pitch': 0.838095238095238, 'Voice': 1.0, 'Meter': 0.55, 'Value': 0.9906156156156157, 'Harmony': 1.0, 'MV2H': 0.8757421707421708}
{'Multi-pitch': 0.7674418604651162, 'Voice': 0.9926470588235294, 'Meter': 0.3888888888888889, 'Value': 0.9939638312770118, 'Harmony': 1.0, 'MV2H': 0.8285883278909093}
{'Multi-pitch': 0.6022727272727273, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.9125, 'Harmony': 1.0, 'MV2H': 0.7029545454545454}
{'Multi-pitch': 0.9523809523809523, 'Voice': 1.0, 'Meter': 0.5256410256410257, 'Value': 0.9779411764705882, 'Harmony': 1.0, 'MV2H': 0.8911926308985134}
pass
{'Multi-pitch': 0.1818181818181818, 'Voice': 0.8695652173913043, 'Meter': 0.11538461538461539, 'Value': 0.8857931726907631, 'Harmony': 0.9681904761904762, 'MV2H': 0.6041503326950682}
{'Multi-pitch': 0.2727272727272727, 'Voice': 1.0, 'Meter': 0.30666666666666664, 'Value': 1.0, 'Harmony': 0.0, 'MV2H': 0.5158787878787878}
{'Multi-pitch': 0.9781021897810219, 'Voice': 1.0, 'Meter': 0.5897435897435898, 'Value': 0.9848484848484849, 'Harmony': 1.0, 'MV2H': 0.9105388528746193}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.533724340175953, 'Voice': 0.9629629629629629, 'Meter': 0.25, 'Value': 0.9927356484762581, 'Harmony': 1.0, 'MV2H': 0.7478845903230348}
{'Multi-pitch': 0.9345794392523364, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9202492211838006}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.8257372654155495, 'Voice': 1.0, 'Meter': 0.36486486486486486, 'Value': 0.9930555555555556, 'Harmony': 0.0, 'MV2H': 0.6367315371671939}
{'Multi-pitch': 0.9403973509933775, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9214128035320087}
{'Multi-pitch': 0.945054945054945, 'Voice': 1.0, 'Meter': 0.6025641025641025, 'Value': 0.9875502008032129, 'Harmony': 1.0, 'MV2H': 0.9070338496844521}
{'Multi-pitch': 0.9836065573770492, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9300546448087431}
{'Multi-pitch': 0.7837837837837838, 'Voice': 0.8974358974358975, 'Meter': 0.5, 'Value': 0.963748766471237, 'Harmony': 1.0, 'MV2H': 0.8289936895381835}
{'Multi-pitch': 0.8695652173913043, 'Voice': 0.9591836734693877, 'Meter': 0.3333333333333333, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.7324164448388051}
{'Multi-pitch': 0.6102719033232628, 'Voice': 1.0, 'Meter': 0.21118012422360252, 'Value': 0.9938271604938271, 'Harmony': 1.0, 'MV2H': 0.7630558376081386}
{'Multi-pitch': 0.23841059602649006, 'Voice': 0.6875, 'Meter': 0.0, 'Value': 0.9451901565995525, 'Harmony': 1.0, 'MV2H': 0.5742201505252085}
{'Multi-pitch': 0.04395604395604395, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.181947514719079, 'Harmony': 0.0, 'MV2H': 0.2451807117350246}
{'Multi-pitch': 0.509090909090909, 'Voice': 0.9259259259259259, 'Meter': 0.023255813953488372, 'Value': 0.9341048404142887, 'Harmony': 1.0, 'MV2H': 0.6784754978769223}
{'Multi-pitch': 0.6575342465753425, 'Voice': 0.8947368421052632, 'Meter': 0.08547008547008546, 'Value': 0.7608505958805624, 'Harmony': 1.0, 'MV2H': 0.6797183540062507}
{'Multi-pitch': 0.6142857142857142, 'Voice': 1.0, 'Meter': 0.04116222760290557, 'Value': 0.972972972972973, 'Harmony': 1.0, 'MV2H': 0.7256841829723186}
{'Multi-pitch': 0.9826086956521738, 'Voice': 1.0, 'Meter': 0.3051948051948052, 'Value': 0.9662215444484638, 'Harmony': 1.0, 'MV2H': 0.8508050090590885}
{'Multi-pitch': 0.959349593495935, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9252032520325203}
{'Multi-pitch': 0.5729166666666666, 'Voice': 0.794934143870314, 'Meter': 0.2312925170068027, 'Value': 1.0, 'Harmony': 0.5, 'MV2H': 0.6198286655087567}
{'Multi-pitch': 0.9130434782608695, 'Voice': 1.0, 'Meter': 0.34444444444444444, 'Value': 0.9803921568627451, 'Harmony': 1.0, 'MV2H': 0.8475760159136119}
{'Multi-pitch': 0.8467153284671534, 'Voice': 0.9444444444444444, 'Meter': 0.5, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8582319545823196}
{'Multi-pitch': 0.9866666666666666, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9306666666666666}
{'Multi-pitch': 0.900763358778626, 'Voice': 0.9622641509433962, 'Meter': 0.21264367816091953, 'Value': 0.9476011726011727, 'Harmony': 1.0, 'MV2H': 0.8046544720968228}
{'Multi-pitch': 0.68, 'Voice': 0.84, 'Meter': 0.38818565400843885, 'Value': 0.9342507579349686, 'Harmony': 0.0, 'MV2H': 0.5684872823886815}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.8131868131868132, 'Voice': 1.0, 'Meter': 0.5256410256410257, 'Value': 0.9668005354752344, 'Harmony': 1.0, 'MV2H': 0.8611256748606146}
{'Multi-pitch': 0.5416666666666666, 'Voice': 1.0, 'Meter': 0.23333333333333334, 'Value': 0.8769477120157665, 'Harmony': 1.0, 'MV2H': 0.7303895424031532}
{'Multi-pitch': 0.9617486338797814, 'Voice': 1.0, 'Meter': 0.5599999999999999, 'Value': 0.9842504743833016, 'Harmony': 1.0, 'MV2H': 0.9011998216526166}
{'Multi-pitch': 0.7050359712230216, 'Voice': 0.9887640449438202, 'Meter': 0.3675213675213675, 'Value': 0.9571960297766748, 'Harmony': 1.0, 'MV2H': 0.8037034826929768}
{'Multi-pitch': 0.9186602870813397, 'Voice': 1.0, 'Meter': 0.617283950617284, 'Value': 0.9903808783521182, 'Harmony': 1.0, 'MV2H': 0.9052650232101485}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.5063291139240507, 'Voice': 0.6862745098039216, 'Meter': 0.4938271604938272, 'Value': 0.9333333333333333, 'Harmony': 1.0, 'MV2H': 0.7239528235110265}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.3125, 'Voice': 0.5384615384615384, 'Meter': 0.17964071856287425, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.6061204514048825}
{'Multi-pitch': 0.6666666666666667, 'Voice': 1.0, 'Meter': 0.5238095238095237, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8380952380952381}
{'Multi-pitch': 0.6410256410256411, 'Voice': 1.0, 'Meter': 0.3833333333333333, 'Value': 0.977364001460387, 'Harmony': 1.0, 'MV2H': 0.8003445951638722}
{'Multi-pitch': 0.7191011235955055, 'Voice': 0.9575757575757576, 'Meter': 0.30769230769230776, 'Value': 0.9390243902439025, 'Harmony': 1.0, 'MV2H': 0.7846787158214947}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.6428571428571429, 'Voice': 0.7058823529411765, 'Meter': 0.2982456140350877, 'Value': 0.9037689218412109, 'Harmony': 0.5, 'MV2H': 0.6101508063349236}
{'Multi-pitch': 0.0, 'Voice': 0.0, 'Meter': 0.0, 'Value': 0.0, 'Harmony': 0.0, 'MV2H': 0.0}
{'Multi-pitch': 0.9172932330827067, 'Voice': 1.0, 'Meter': 0.5897435897435898, 'Value': 0.9913793103448276, 'Harmony': 1.0, 'MV2H': 0.899683226634225}
{'Multi-pitch': 0.7126436781609196, 'Voice': 0.9655172413793104, 'Meter': 0.6666666666666666, 'Value': 0.9821070712854281, 'Harmony': 1.0, 'MV2H': 0.8653869314984648}
{'Multi-pitch': 0.9753086419753086, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 0.987012987012987, 'Harmony': 1.0, 'MV2H': 0.9257976591309923}
{'Multi-pitch': 0.6162162162162163, 'Voice': 0.9551020408163265, 'Meter': 0.3684210526315789, 'Value': 0.7899545990243515, 'Harmony': 1.0, 'MV2H': 0.7459387817376946}
{'Multi-pitch': 0.6382978723404256, 'Voice': 1.0, 'Meter': 0.16279069767441862, 'Value': 0.533016508254127, 'Harmony': 1.0, 'MV2H': 0.6668210156537943}
{'Multi-pitch': 0.46428571428571425, 'Voice': 0.7888888888888889, 'Meter': 0.040983606557377046, 'Value': 0.684634974533107, 'Harmony': 1.0, 'MV2H': 0.5957586368530174}
{'Multi-pitch': 0.9615384615384616, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9256410256410256}
{'Multi-pitch': 0.6101694915254238, 'Voice': 0.8846153846153846, 'Meter': 0.21666666666666667, 'Value': 0.7865748709122203, 'Harmony': 1.0, 'MV2H': 0.6996052827439392}
{'Multi-pitch': 0.5022026431718061, 'Voice': 0.8416666666666667, 'Meter': 0.09803921568627451, 'Value': 0.6289891783843397, 'Harmony': 1.0, 'MV2H': 0.6141795407818174}
{'Multi-pitch': 0.7830188679245284, 'Voice': 0.9692307692307692, 'Meter': 0.25438596491228066, 'Value': 0.9791108879964301, 'Harmony': 1.0, 'MV2H': 0.7971492980128017}
{'Multi-pitch': 0.709090909090909, 'Voice': 1.0, 'Meter': 0.08450704225352114, 'Value': 0.9619175627240142, 'Harmony': 1.0, 'MV2H': 0.751103102813689}
{'Multi-pitch': 0.6058091286307055, 'Voice': 0.9411764705882353, 'Meter': 0.12903225806451613, 'Value': 0.9086529055869348, 'Harmony': 1.0, 'MV2H': 0.7169341525740783}
{'Multi-pitch': 0.8730964467005077, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 0.9645641389085754, 'Harmony': 1.0, 'MV2H': 0.9008654504551499}
{'Multi-pitch': 0.4170212765957447, 'Voice': 0.8416666666666667, 'Meter': 0.10152284263959391, 'Value': 0.9603686635944699, 'Harmony': 0.0, 'MV2H': 0.46411588989929503}
{'Multi-pitch': 0.7719298245614035, 'Voice': 0.8397979797979798, 'Meter': 0.18333333333333335, 'Value': 0.7366665496295777, 'Harmony': 1.0, 'MV2H': 0.7063455374644588}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.6808510638297872, 'Voice': 0.9393939393939394, 'Meter': 0.35593220338983045, 'Value': 0.9350202072665909, 'Harmony': 1.0, 'MV2H': 0.7822394827760296}
{'Multi-pitch': 0.6896551724137931, 'Voice': 1.0, 'Meter': 0.6190476190476191, 'Value': 0.9474738951587384, 'Harmony': 1.0, 'MV2H': 0.8512353373240302}
{'Multi-pitch': 0.8344370860927153, 'Voice': 1.0, 'Meter': 0.12857142857142856, 'Value': 0.9881011934538699, 'Harmony': 1.0, 'MV2H': 0.7902219416236027}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.5789473684210527, 'Voice': 0.8055555555555557, 'Meter': 0.3166666666666667, 'Value': 0.8124165554072096, 'Harmony': 1.0, 'MV2H': 0.7027172292100969}
{'Multi-pitch': 0.9923664122137404, 'Voice': 0.9811320754716981, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.928033030870421}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.6666666666666666, 'Voice': 0.9655172413793103, 'Meter': 0.1643835616438356, 'Value': 0.915103896424777, 'Harmony': 1.0, 'MV2H': 0.7423342732229179}
{'Multi-pitch': 0.9626168224299065, 'Voice': 1.0, 'Meter': 0.34188034188034183, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8608994328620497}
{'Multi-pitch': 0.9942196531791908, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9321772639691716}
{'Multi-pitch': 0.7199999999999999, 'Voice': 1.0, 'Meter': 0.16666666666666669, 'Value': 0.9230769230769231, 'Harmony': 1.0, 'MV2H': 0.7619487179487179}
{'Multi-pitch': 0.9917355371900827, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9316804407713498}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.6126126126126126, 'Voice': 0.8636363636363635, 'Meter': 0.16666666666666666, 'Value': 0.858739305046272, 'Harmony': 0.5, 'MV2H': 0.600330989592383}
{'Multi-pitch': 0.6785714285714286, 'Voice': 0.8709677419354839, 'Meter': 0.2736842105263158, 'Value': 0.9655172413793104, 'Harmony': 0.5, 'MV2H': 0.6577481244825077}
{'Multi-pitch': 0.6466165413533835, 'Voice': 0.9, 'Meter': 0.13186813186813187, 'Value': 0.8699846509802797, 'Harmony': 1.0, 'MV2H': 0.709693864840359}
{'Multi-pitch': 0.965034965034965, 'Voice': 1.0, 'Meter': 0.5641025641025641, 'Value': 0.9402985074626866, 'Harmony': 1.0, 'MV2H': 0.893887207320043}
{'Multi-pitch': 0.6288659793814433, 'Voice': 0.8533333333333333, 'Meter': 0.5, 'Value': 0.9840639152354097, 'Harmony': 1.0, 'MV2H': 0.7932526455900373}
{'Multi-pitch': 0.6823529411764706, 'Voice': 0.9484126984126985, 'Meter': 0.18181818181818182, 'Value': 0.9726459846354056, 'Harmony': 1.0, 'MV2H': 0.7570459612085513}
{'Multi-pitch': 0.5925925925925927, 'Voice': 0.8846153846153847, 'Meter': 0.4715447154471545, 'Value': 0.9000400801603206, 'Harmony': 1.0, 'MV2H': 0.7697585545630904}
{'Multi-pitch': 0.2222222222222222, 'Voice': 0.0, 'Meter': 0.3529411764705882, 'Value': 0.33288859239492996, 'Harmony': 1.0, 'MV2H': 0.38161039821754805}
{'Multi-pitch': 0.892018779342723, 'Voice': 1.0, 'Meter': 0.5333333333333333, 'Value': 0.9825581395348837, 'Harmony': 1.0, 'MV2H': 0.8815820504421878}
{'Multi-pitch': 0.8497409326424872, 'Voice': 0.8936170212765957, 'Meter': 0.19298245614035092, 'Value': 0.9550435734270737, 'Harmony': 1.0, 'MV2H': 0.7782767966973015}
{'Multi-pitch': 0.8358208955223881, 'Voice': 0.9729729729729729, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.8950921070324055}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.695945945945946, 'Voice': 1.0, 'Meter': 0.0, 'Value': 0.8659693719934684, 'Harmony': 1.0, 'MV2H': 0.7123830635878828}
{'Multi-pitch': 0.6478873239436619, 'Voice': 0.9861111111111112, 'Meter': 0.3617021276595745, 'Value': 0.9865135676758923, 'Harmony': 1.0, 'MV2H': 0.796442826078048}
{'Multi-pitch': 0.956989247311828, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9247311827956988}
{'Multi-pitch': 0.8800000000000001, 'Voice': 1.0, 'Meter': 0.4444444444444445, 'Value': 0.9507653565079993, 'Harmony': 1.0, 'MV2H': 0.8550419601904888}
{'Multi-pitch': 0.3669724770642202, 'Voice': 0.7142857142857143, 'Meter': 0.3666666666666667, 'Value': 0.9629135143153835, 'Harmony': 1.0, 'MV2H': 0.6821676744663969}
{'Multi-pitch': 0.5299145299145298, 'Voice': 0.7111111111111111, 'Meter': 0.022988505747126436, 'Value': 0.8929527634346912, 'Harmony': 1.0, 'MV2H': 0.6313933820414916}
{'Multi-pitch': 0.5742574257425743, 'Voice': 0.9615384615384616, 'Meter': 0.45833333333333326, 'Value': 0.882509952542541, 'Harmony': 1.0, 'MV2H': 0.775327834631382}
{'Multi-pitch': 0.9873417721518988, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.930801687763713}
{'Multi-pitch': 0.549618320610687, 'Voice': 1.0, 'Meter': 0.380952380952381, 'Value': 0.813972773132472, 'Harmony': 1.0, 'MV2H': 0.7489086949391079}
{'Multi-pitch': 0.8695652173913043, 'Voice': 0.9770833333333333, 'Meter': 0.5210084033613446, 'Value': 0.9195617363455982, 'Harmony': 1.0, 'MV2H': 0.8574437380863159}
{'Multi-pitch': 0.9538461538461539, 'Voice': 1.0, 'Meter': 0.5565217391304348, 'Value': 0.9407711653388394, 'Harmony': 1.0, 'MV2H': 0.8902278116630857}
{'Multi-pitch': 0.9468085106382979, 'Voice': 1.0, 'Meter': 0.6137566137566137, 'Value': 0.9702089416801424, 'Harmony': 1.0, 'MV2H': 0.9061548132150108}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.7142857142857142, 'Voice': 0.9753086419753086, 'Meter': 0.2052980132450331, 'Value': 0.9969956617355462, 'Harmony': 1.0, 'MV2H': 0.7783776062483204}
{'Multi-pitch': 0.8195488721804512, 'Voice': 0.9859154929577464, 'Meter': 0.31481481481481477, 'Value': 0.9714285714285714, 'Harmony': 1.0, 'MV2H': 0.8183415502763168}
{'Multi-pitch': 0.7516778523489932, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.883668903803132}
{'Multi-pitch': 0.6388888888888888, 'Voice': 1.0, 'Meter': 0.35, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.7977777777777778}
{'Multi-pitch': 1.0, 'Voice': 1.0, 'Meter': 0.6666666666666666, 'Value': 1.0, 'Harmony': 1.0, 'MV2H': 0.9333333333333332}
{'Multi-pitch': 0.7586206896551724, 'Voice': 1.0, 'Meter': 0.22905027932960892, 'Value': 0.9732571368157094, 'Harmony': 1.0, 'MV2H': 0.7921856211600982}
{'Multi-pitch': 0.5714285714285714, 'Voice': 0.9767441860465116, 'Meter': 0.22033898305084745, 'Value': 0.8690476190476191, 'Harmony': 0.0, 'MV2H': 0.5275118719147099}
{'Multi-pitch': 0.835820895522388, 'Voice': 1.0, 'Meter': 0.35, 'Value': 0.977330317974987, 'Harmony': 1.0, 'MV2H': 0.832630242699475}
