{'Clef': 15, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 42, 'NoteInsertion': 58, 'NoteSpelling': 20, 'NoteDuration': 32, 'StemDirection': 16, 'Beams': 16, 'Tie': 0, 'RestInsertion': 11, 'RestDeletion': 14, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 16, 'n_Note': 62, 'n_Chord': 16, 'n_Rest': 15}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 69, 'NoteInsertion': 52, 'NoteSpelling': 8, 'NoteDuration': 2, 'StemDirection': 2, 'Beams': 16, 'Tie': 0, 'RestInsertion': 4, 'RestDeletion': 1, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 97, 'n_Chord': 36, 'n_Rest': 1}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 84, 'NoteInsertion': 48, 'NoteSpelling': 49, 'NoteDuration': 0, 'StemDirection': 25, 'Beams': 0, 'Tie': 0, 'RestInsertion': 10, 'RestDeletion': 10, 'RestDuration': 0, 'StaffAssignment': 23, 'Voice': 0, 'n_Note': 5, 'n_Chord': 134, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 13, 'NoteInsertion': 12, 'NoteSpelling': 0, 'NoteDuration': 6, 'StemDirection': 8, 'Beams': 11, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 4, 'Voice': 6, 'n_Note': 23, 'n_Chord': 17, 'n_Rest': 2}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 20, 'NoteInsertion': 10, 'NoteSpelling': 0, 'NoteDuration': 8, 'StemDirection': 8, 'Beams': 9, 'Tie': 3, 'RestInsertion': 6, 'RestDeletion': 14, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 11, 'n_Note': 34, 'n_Chord': 0, 'n_Rest': 19}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 0, 'NoteInsertion': 0, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 0, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 5, 'n_Chord': 0, 'n_Rest': 1}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 51, 'NoteInsertion': 42, 'NoteSpelling': 0, 'NoteDuration': 10, 'StemDirection': 5, 'Beams': 13, 'Tie': 1, 'RestInsertion': 4, 'RestDeletion': 8, 'RestDuration': 0, 'StaffAssignment': 8, 'Voice': 6, 'n_Note': 35, 'n_Chord': 38, 'n_Rest': 12}
{'Clef': 6, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 38, 'NoteInsertion': 27, 'NoteSpelling': 3, 'NoteDuration': 16, 'StemDirection': 5, 'Beams': 6, 'Tie': 0, 'RestInsertion': 3, 'RestDeletion': 33, 'RestDuration': 3, 'StaffAssignment': 2, 'Voice': 5, 'n_Note': 31, 'n_Chord': 24, 'n_Rest': 37}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 20, 'NoteInsertion': 25, 'NoteSpelling': 25, 'NoteDuration': 47, 'StemDirection': 38, 'Beams': 43, 'Tie': 2, 'RestInsertion': 13, 'RestDeletion': 8, 'RestDuration': 3, 'StaffAssignment': 5, 'Voice': 1, 'n_Note': 62, 'n_Chord': 8, 'n_Rest': 12}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 31, 'NoteInsertion': 56, 'NoteSpelling': 1, 'NoteDuration': 13, 'StemDirection': 1, 'Beams': 13, 'Tie': 0, 'RestInsertion': 27, 'RestDeletion': 23, 'RestDuration': 3, 'StaffAssignment': 17, 'Voice': 0, 'n_Note': 61, 'n_Chord': 0, 'n_Rest': 26}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 16, 'NoteInsertion': 50, 'NoteSpelling': 2, 'NoteDuration': 14, 'StemDirection': 18, 'Beams': 25, 'Tie': 1, 'RestInsertion': 11, 'RestDeletion': 12, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 23, 'n_Note': 33, 'n_Chord': 8, 'n_Rest': 13}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 16, 'NoteInsertion': 29, 'NoteSpelling': 4, 'NoteDuration': 11, 'StemDirection': 0, 'Beams': 0, 'Tie': 3, 'RestInsertion': 6, 'RestDeletion': 4, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 6, 'n_Chord': 30, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 10, 'NoteInsertion': 6, 'NoteSpelling': 6, 'NoteDuration': 6, 'StemDirection': 33, 'Beams': 62, 'Tie': 4, 'RestInsertion': 13, 'RestDeletion': 0, 'RestDuration': 1, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 66, 'n_Chord': 10, 'n_Rest': 1}
{'Clef': 24, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 8, 'NoteInsertion': 12, 'NoteSpelling': 23, 'NoteDuration': 4, 'StemDirection': 2, 'Beams': 21, 'Tie': 2, 'RestInsertion': 1, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 35, 'n_Chord': 0, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 2, 'NoteInsertion': 3, 'NoteSpelling': 0, 'NoteDuration': 14, 'StemDirection': 4, 'Beams': 2, 'Tie': 0, 'RestInsertion': 0, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 3, 'n_Note': 8, 'n_Chord': 8, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 45, 'NoteInsertion': 53, 'NoteSpelling': 0, 'NoteDuration': 16, 'StemDirection': 8, 'Beams': 22, 'Tie': 2, 'RestInsertion': 14, 'RestDeletion': 11, 'RestDuration': 2, 'StaffAssignment': 3, 'Voice': 10, 'n_Note': 71, 'n_Chord': 12, 'n_Rest': 13}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 50, 'NoteInsertion': 34, 'NoteSpelling': 0, 'NoteDuration': 32, 'StemDirection': 6, 'Beams': 18, 'Tie': 0, 'RestInsertion': 54, 'RestDeletion': 1, 'RestDuration': 1, 'StaffAssignment': 2, 'Voice': 9, 'n_Note': 84, 'n_Chord': 0, 'n_Rest': 2}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 49, 'NoteInsertion': 56, 'NoteSpelling': 2, 'NoteDuration': 21, 'StemDirection': 9, 'Beams': 16, 'Tie': 0, 'RestInsertion': 13, 'RestDeletion': 19, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 14, 'n_Note': 46, 'n_Chord': 32, 'n_Rest': 20}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 19, 'NoteInsertion': 27, 'NoteSpelling': 0, 'NoteDuration': 9, 'StemDirection': 10, 'Beams': 10, 'Tie': 0, 'RestInsertion': 12, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 3, 'Voice': 0, 'n_Note': 23, 'n_Chord': 20, 'n_Rest': 3}
{'Clef': 11, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 31, 'NoteInsertion': 22, 'NoteSpelling': 6, 'NoteDuration': 0, 'StemDirection': 14, 'Beams': 22, 'Tie': 0, 'RestInsertion': 15, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 24, 'n_Note': 43, 'n_Chord': 15, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 40, 'NoteInsertion': 26, 'NoteSpelling': 1, 'NoteDuration': 1, 'StemDirection': 18, 'Beams': 29, 'Tie': 1, 'RestInsertion': 11, 'RestDeletion': 11, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 62, 'n_Chord': 10, 'n_Rest': 14}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 35, 'NoteInsertion': 33, 'NoteSpelling': 0, 'NoteDuration': 16, 'StemDirection': 4, 'Beams': 12, 'Tie': 0, 'RestInsertion': 10, 'RestDeletion': 2, 'RestDuration': 1, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 40, 'n_Chord': 12, 'n_Rest': 4}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 57, 'NoteInsertion': 38, 'NoteSpelling': 5, 'NoteDuration': 19, 'StemDirection': 10, 'Beams': 18, 'Tie': 1, 'RestInsertion': 18, 'RestDeletion': 7, 'RestDuration': 5, 'StaffAssignment': 3, 'Voice': 5, 'n_Note': 71, 'n_Chord': 12, 'n_Rest': 13}
{'Clef': 4, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 66, 'NoteInsertion': 47, 'NoteSpelling': 9, 'NoteDuration': 16, 'StemDirection': 9, 'Beams': 4, 'Tie': 0, 'RestInsertion': 18, 'RestDeletion': 2, 'RestDuration': 1, 'StaffAssignment': 3, 'Voice': 0, 'n_Note': 45, 'n_Chord': 42, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 28, 'NoteInsertion': 20, 'NoteSpelling': 24, 'NoteDuration': 15, 'StemDirection': 1, 'Beams': 1, 'Tie': 1, 'RestInsertion': 7, 'RestDeletion': 14, 'RestDuration': 3, 'StaffAssignment': 3, 'Voice': 7, 'n_Note': 29, 'n_Chord': 23, 'n_Rest': 19}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 21, 'NoteInsertion': 34, 'NoteSpelling': 1, 'NoteDuration': 16, 'StemDirection': 5, 'Beams': 20, 'Tie': 2, 'RestInsertion': 6, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 8, 'n_Note': 50, 'n_Chord': 0, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 7, 'NoteInsertion': 27, 'NoteSpelling': 0, 'NoteDuration': 2, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 11, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 6, 'n_Chord': 4, 'n_Rest': 4}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 47, 'NoteInsertion': 27, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 11, 'Beams': 21, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 13, 'RestDuration': 3, 'StaffAssignment': 0, 'Voice': 7, 'n_Note': 62, 'n_Chord': 8, 'n_Rest': 16}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 50, 'NoteInsertion': 74, 'NoteSpelling': 24, 'NoteDuration': 77, 'StemDirection': 36, 'Beams': 78, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 128, 'n_Chord': 0, 'n_Rest': 0}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 82, 'NoteInsertion': 34, 'NoteSpelling': 1, 'NoteDuration': 9, 'StemDirection': 1, 'Beams': 9, 'Tie': 0, 'RestInsertion': 16, 'RestDeletion': 14, 'RestDuration': 2, 'StaffAssignment': 5, 'Voice': 1, 'n_Note': 86, 'n_Chord': 10, 'n_Rest': 17}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 46, 'NoteInsertion': 36, 'NoteSpelling': 5, 'NoteDuration': 24, 'StemDirection': 27, 'Beams': 28, 'Tie': 0, 'RestInsertion': 31, 'RestDeletion': 3, 'RestDuration': 8, 'StaffAssignment': 3, 'Voice': 1, 'n_Note': 66, 'n_Chord': 12, 'n_Rest': 14}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 25, 'NoteInsertion': 25, 'NoteSpelling': 6, 'NoteDuration': 19, 'StemDirection': 10, 'Beams': 1, 'Tie': 0, 'RestInsertion': 2, 'RestDeletion': 2, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 5, 'n_Chord': 64, 'n_Rest': 2}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 10, 'NoteInsertion': 23, 'NoteSpelling': 0, 'NoteDuration': 15, 'StemDirection': 13, 'Beams': 13, 'Tie': 0, 'RestInsertion': 10, 'RestDeletion': 5, 'RestDuration': 4, 'StaffAssignment': 3, 'Voice': 11, 'n_Note': 24, 'n_Chord': 2, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 38, 'NoteInsertion': 55, 'NoteSpelling': 1, 'NoteDuration': 25, 'StemDirection': 13, 'Beams': 32, 'Tie': 0, 'RestInsertion': 31, 'RestDeletion': 1, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 6, 'n_Note': 77, 'n_Chord': 0, 'n_Rest': 1}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 12, 'NoteInsertion': 27, 'NoteSpelling': 0, 'NoteDuration': 27, 'StemDirection': 17, 'Beams': 21, 'Tie': 0, 'RestInsertion': 1, 'RestDeletion': 15, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 13, 'n_Note': 27, 'n_Chord': 21, 'n_Rest': 15}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 30, 'NoteInsertion': 25, 'NoteSpelling': 0, 'NoteDuration': 11, 'StemDirection': 7, 'Beams': 7, 'Tie': 2, 'RestInsertion': 3, 'RestDeletion': 4, 'RestDuration': 1, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 15, 'n_Chord': 46, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 31, 'NoteInsertion': 28, 'NoteSpelling': 0, 'NoteDuration': 18, 'StemDirection': 6, 'Beams': 3, 'Tie': 0, 'RestInsertion': 3, 'RestDeletion': 3, 'RestDuration': 0, 'StaffAssignment': 3, 'Voice': 2, 'n_Note': 24, 'n_Chord': 36, 'n_Rest': 3}
{'Clef': 33, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 82, 'NoteInsertion': 78, 'NoteSpelling': 7, 'NoteDuration': 45, 'StemDirection': 28, 'Beams': 33, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 1, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 28, 'n_Note': 101, 'n_Chord': 27, 'n_Rest': 2}
{'Clef': 14, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 112, 'NoteInsertion': 105, 'NoteSpelling': 29, 'NoteDuration': 45, 'StemDirection': 26, 'Beams': 6, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 40, 'RestDuration': 5, 'StaffAssignment': 16, 'Voice': 4, 'n_Note': 11, 'n_Chord': 154, 'n_Rest': 48}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 14, 'NoteInsertion': 19, 'NoteSpelling': 0, 'NoteDuration': 27, 'StemDirection': 17, 'Beams': 17, 'Tie': 1, 'RestInsertion': 43, 'RestDeletion': 0, 'RestDuration': 3, 'StaffAssignment': 2, 'Voice': 6, 'n_Note': 40, 'n_Chord': 6, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 126, 'NoteInsertion': 6, 'NoteSpelling': 5, 'NoteDuration': 3, 'StemDirection': 5, 'Beams': 5, 'Tie': 0, 'RestInsertion': 88, 'RestDeletion': 0, 'RestDuration': 6, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 100, 'n_Chord': 32, 'n_Rest': 8}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 111, 'NoteInsertion': 156, 'NoteSpelling': 5, 'NoteDuration': 21, 'StemDirection': 14, 'Beams': 7, 'Tie': 0, 'RestInsertion': 37, 'RestDeletion': 5, 'RestDuration': 3, 'StaffAssignment': 2, 'Voice': 4, 'n_Note': 32, 'n_Chord': 103, 'n_Rest': 13}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 23, 'NoteInsertion': 24, 'NoteSpelling': 2, 'NoteDuration': 23, 'StemDirection': 7, 'Beams': 26, 'Tie': 2, 'RestInsertion': 0, 'RestDeletion': 3, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 17, 'n_Note': 54, 'n_Chord': 0, 'n_Rest': 3}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 18, 'NoteInsertion': 5, 'NoteSpelling': 0, 'NoteDuration': 34, 'StemDirection': 4, 'Beams': 0, 'Tie': 0, 'RestInsertion': 5, 'RestDeletion': 2, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 2, 'n_Chord': 55, 'n_Rest': 4}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 42, 'NoteInsertion': 70, 'NoteSpelling': 0, 'NoteDuration': 24, 'StemDirection': 14, 'Beams': 36, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 2, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 1, 'n_Note': 68, 'n_Chord': 10, 'n_Rest': 3}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 66, 'NoteInsertion': 39, 'NoteSpelling': 0, 'NoteDuration': 22, 'StemDirection': 22, 'Beams': 19, 'Tie': 4, 'RestInsertion': 30, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 5, 'Voice': 10, 'n_Note': 53, 'n_Chord': 59, 'n_Rest': 4}
{'Clef': 5, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 26, 'NoteInsertion': 31, 'NoteSpelling': 0, 'NoteDuration': 5, 'StemDirection': 7, 'Beams': 15, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 8, 'Voice': 0, 'n_Note': 32, 'n_Chord': 33, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 8, 'NoteInsertion': 18, 'NoteSpelling': 0, 'NoteDuration': 6, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 5, 'RestDeletion': 11, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 3, 'n_Note': 2, 'n_Chord': 20, 'n_Rest': 17}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 3, 'NoteInsertion': 9, 'NoteSpelling': 0, 'NoteDuration': 6, 'StemDirection': 2, 'Beams': 3, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 0, 'RestDuration': 5, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 14, 'n_Chord': 28, 'n_Rest': 44}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 104, 'NoteInsertion': 50, 'NoteSpelling': 4, 'NoteDuration': 18, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 8, 'RestDuration': 0, 'StaffAssignment': 4, 'Voice': 1, 'n_Note': 3, 'n_Chord': 125, 'n_Rest': 8}
pass
pass
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 74, 'NoteInsertion': 68, 'NoteSpelling': 0, 'NoteDuration': 1, 'StemDirection': 2, 'Beams': 0, 'Tie': 0, 'RestInsertion': 13, 'RestDeletion': 9, 'RestDuration': 0, 'StaffAssignment': 7, 'Voice': 0, 'n_Note': 14, 'n_Chord': 80, 'n_Rest': 10}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 39, 'NoteInsertion': 27, 'NoteSpelling': 8, 'NoteDuration': 5, 'StemDirection': 12, 'Beams': 20, 'Tie': 2, 'RestInsertion': 7, 'RestDeletion': 12, 'RestDuration': 2, 'StaffAssignment': 4, 'Voice': 3, 'n_Note': 62, 'n_Chord': 8, 'n_Rest': 14}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 29, 'NoteInsertion': 4, 'NoteSpelling': 3, 'NoteDuration': 7, 'StemDirection': 4, 'Beams': 6, 'Tie': 0, 'RestInsertion': 26, 'RestDeletion': 3, 'RestDuration': 3, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 13, 'n_Chord': 35, 'n_Rest': 16}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 12, 'NoteInsertion': 16, 'NoteSpelling': 1, 'NoteDuration': 12, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 2, 'RestDeletion': 3, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 15, 'n_Note': 14, 'n_Chord': 21, 'n_Rest': 3}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 21, 'NoteInsertion': 25, 'NoteSpelling': 0, 'NoteDuration': 12, 'StemDirection': 4, 'Beams': 4, 'Tie': 0, 'RestInsertion': 24, 'RestDeletion': 1, 'RestDuration': 2, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 6, 'n_Chord': 32, 'n_Rest': 4}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 19, 'NoteInsertion': 32, 'NoteSpelling': 3, 'NoteDuration': 18, 'StemDirection': 14, 'Beams': 20, 'Tie': 0, 'RestInsertion': 5, 'RestDeletion': 5, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 38, 'n_Chord': 6, 'n_Rest': 6}
{'Clef': 3, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 59, 'NoteInsertion': 148, 'NoteSpelling': 1, 'NoteDuration': 5, 'StemDirection': 22, 'Beams': 22, 'Tie': 2, 'RestInsertion': 5, 'RestDeletion': 14, 'RestDuration': 0, 'StaffAssignment': 12, 'Voice': 2, 'n_Note': 91, 'n_Chord': 3, 'n_Rest': 14}
{'Clef': 5, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 46, 'NoteInsertion': 32, 'NoteSpelling': 0, 'NoteDuration': 10, 'StemDirection': 27, 'Beams': 30, 'Tie': 0, 'RestInsertion': 4, 'RestDeletion': 0, 'RestDuration': 2, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 64, 'n_Chord': 26, 'n_Rest': 2}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 14, 'NoteInsertion': 52, 'NoteSpelling': 0, 'NoteDuration': 6, 'StemDirection': 2, 'Beams': 5, 'Tie': 2, 'RestInsertion': 18, 'RestDeletion': 0, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 23, 'n_Chord': 21, 'n_Rest': 1}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 44, 'NoteInsertion': 45, 'NoteSpelling': 8, 'NoteDuration': 24, 'StemDirection': 15, 'Beams': 22, 'Tie': 2, 'RestInsertion': 65, 'RestDeletion': 5, 'RestDuration': 5, 'StaffAssignment': 2, 'Voice': 2, 'n_Note': 62, 'n_Chord': 8, 'n_Rest': 10}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 17, 'NoteInsertion': 36, 'NoteSpelling': 18, 'NoteDuration': 1, 'StemDirection': 10, 'Beams': 10, 'Tie': 0, 'RestInsertion': 3, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 3, 'Voice': 3, 'n_Note': 35, 'n_Chord': 0, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 52, 'NoteInsertion': 52, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 13, 'Beams': 27, 'Tie': 0, 'RestInsertion': 23, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 2, 'n_Note': 56, 'n_Chord': 25, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 24, 'NoteInsertion': 17, 'NoteSpelling': 1, 'NoteDuration': 32, 'StemDirection': 14, 'Beams': 2, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 0, 'RestDuration': 2, 'StaffAssignment': 5, 'Voice': 0, 'n_Note': 3, 'n_Chord': 57, 'n_Rest': 2}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 34, 'NoteInsertion': 42, 'NoteSpelling': 4, 'NoteDuration': 27, 'StemDirection': 28, 'Beams': 29, 'Tie': 1, 'RestInsertion': 19, 'RestDeletion': 5, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 1, 'n_Note': 50, 'n_Chord': 15, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 19, 'NoteInsertion': 19, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 27, 'Beams': 9, 'Tie': 0, 'RestInsertion': 1, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 47, 'n_Chord': 0, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 39, 'NoteInsertion': 31, 'NoteSpelling': 0, 'NoteDuration': 15, 'StemDirection': 9, 'Beams': 9, 'Tie': 1, 'RestInsertion': 7, 'RestDeletion': 8, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 4, 'n_Note': 52, 'n_Chord': 4, 'n_Rest': 8}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 29, 'NoteInsertion': 43, 'NoteSpelling': 6, 'NoteDuration': 9, 'StemDirection': 9, 'Beams': 8, 'Tie': 0, 'RestInsertion': 7, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 13, 'Voice': 0, 'n_Note': 24, 'n_Chord': 30, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 39, 'NoteInsertion': 30, 'NoteSpelling': 1, 'NoteDuration': 25, 'StemDirection': 9, 'Beams': 22, 'Tie': 0, 'RestInsertion': 20, 'RestDeletion': 7, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 46, 'n_Chord': 18, 'n_Rest': 8}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 12, 'NoteInsertion': 7, 'NoteSpelling': 12, 'NoteDuration': 42, 'StemDirection': 28, 'Beams': 40, 'Tie': 0, 'RestInsertion': 18, 'RestDeletion': 10, 'RestDuration': 4, 'StaffAssignment': 10, 'Voice': 16, 'n_Note': 57, 'n_Chord': 2, 'n_Rest': 14}
