{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 71, 'NoteInsertion': 108, 'NoteSpelling': 0, 'NoteDuration': 7, 'StemDirection': 4, 'Beams': 4, 'Tie': 0, 'RestInsertion': 38, 'RestDeletion': 11, 'RestDuration': 4, 'StaffAssignment': 0, 'Voice': 3, 'n_Note': 62, 'n_Chord': 16, 'n_Rest': 15}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 38, 'NoteInsertion': 20, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 13, 'RestDeletion': 10, 'RestDuration': 9, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 38, 'n_Chord': 0, 'n_Rest': 20}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 75, 'NoteInsertion': 54, 'NoteSpelling': 6, 'NoteDuration': 5, 'StemDirection': 4, 'Beams': 4, 'Tie': 6, 'RestInsertion': 6, 'RestDeletion': 1, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 3, 'n_Note': 16, 'n_Chord': 68, 'n_Rest': 2}
{'Clef': 5, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 39, 'NoteInsertion': 41, 'NoteSpelling': 3, 'NoteDuration': 5, 'StemDirection': 1, 'Beams': 2, 'Tie': 0, 'RestInsertion': 23, 'RestDeletion': 8, 'RestDuration': 9, 'StaffAssignment': 1, 'Voice': 2, 'n_Note': 42, 'n_Chord': 2, 'n_Rest': 19}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 98, 'NoteInsertion': 9, 'NoteSpelling': 1, 'NoteDuration': 1, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 30, 'RestDeletion': 0, 'RestDuration': 7, 'StaffAssignment': 1, 'Voice': 1, 'n_Note': 80, 'n_Chord': 20, 'n_Rest': 7}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 105, 'NoteInsertion': 78, 'NoteSpelling': 0, 'NoteDuration': 6, 'StemDirection': 0, 'Beams': 1, 'Tie': 0, 'RestInsertion': 0, 'RestDeletion': 80, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 15, 'n_Chord': 96, 'n_Rest': 84}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 43, 'NoteInsertion': 42, 'NoteSpelling': 0, 'NoteDuration': 2, 'StemDirection': 0, 'Beams': 2, 'Tie': 0, 'RestInsertion': 10, 'RestDeletion': 8, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 33, 'n_Chord': 14, 'n_Rest': 9}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 42, 'NoteInsertion': 30, 'NoteSpelling': 3, 'NoteDuration': 5, 'StemDirection': 3, 'Beams': 2, 'Tie': 1, 'RestInsertion': 4, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 1, 'n_Note': 6, 'n_Chord': 41, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 121, 'NoteInsertion': 92, 'NoteSpelling': 4, 'NoteDuration': 10, 'StemDirection': 10, 'Beams': 9, 'Tie': 0, 'RestInsertion': 29, 'RestDeletion': 0, 'RestDuration': 2, 'StaffAssignment': 1, 'Voice': 1, 'n_Note': 101, 'n_Chord': 30, 'n_Rest': 2}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 65, 'NoteInsertion': 42, 'NoteSpelling': 2, 'NoteDuration': 3, 'StemDirection': 4, 'Beams': 5, 'Tie': 0, 'RestInsertion': 2, 'RestDeletion': 42, 'RestDuration': 2, 'StaffAssignment': 3, 'Voice': 3, 'n_Note': 64, 'n_Chord': 12, 'n_Rest': 44}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 64, 'NoteInsertion': 46, 'NoteSpelling': 2, 'NoteDuration': 2, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 8, 'RestDuration': 3, 'StaffAssignment': 2, 'Voice': 3, 'n_Note': 68, 'n_Chord': 0, 'n_Rest': 12}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 39, 'NoteInsertion': 39, 'NoteSpelling': 0, 'NoteDuration': 6, 'StemDirection': 5, 'Beams': 5, 'Tie': 2, 'RestInsertion': 12, 'RestDeletion': 0, 'RestDuration': 1, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 41, 'n_Chord': 4, 'n_Rest': 1}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 78, 'NoteInsertion': 37, 'NoteSpelling': 1, 'NoteDuration': 3, 'StemDirection': 1, 'Beams': 0, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 13, 'RestDuration': 0, 'StaffAssignment': 5, 'Voice': 1, 'n_Note': 3, 'n_Chord': 82, 'n_Rest': 15}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 28, 'NoteInsertion': 33, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 3, 'RestDeletion': 7, 'RestDuration': 1, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 28, 'n_Chord': 0, 'n_Rest': 8}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 132, 'NoteInsertion': 81, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 71, 'RestDeletion': 2, 'RestDuration': 5, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 25, 'n_Chord': 108, 'n_Rest': 7}
{'Clef': 3, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 94, 'NoteInsertion': 95, 'NoteSpelling': 2, 'NoteDuration': 13, 'StemDirection': 6, 'Beams': 13, 'Tie': 3, 'RestInsertion': 24, 'RestDeletion': 3, 'RestDuration': 2, 'StaffAssignment': 0, 'Voice': 10, 'n_Note': 110, 'n_Chord': 0, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 45, 'NoteInsertion': 70, 'NoteSpelling': 0, 'NoteDuration': 6, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 16, 'RestDeletion': 5, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 2, 'n_Note': 52, 'n_Chord': 0, 'n_Rest': 5}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 55, 'NoteInsertion': 52, 'NoteSpelling': 5, 'NoteDuration': 7, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 7, 'RestDeletion': 14, 'RestDuration': 2, 'StaffAssignment': 3, 'Voice': 3, 'n_Note': 64, 'n_Chord': 0, 'n_Rest': 17}
{'Clef': 4, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 78, 'NoteInsertion': 67, 'NoteSpelling': 5, 'NoteDuration': 7, 'StemDirection': 5, 'Beams': 7, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 9, 'RestDuration': 1, 'StaffAssignment': 5, 'Voice': 6, 'n_Note': 54, 'n_Chord': 36, 'n_Rest': 10}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 100, 'NoteInsertion': 94, 'NoteSpelling': 10, 'NoteDuration': 3, 'StemDirection': 10, 'Beams': 8, 'Tie': 1, 'RestInsertion': 13, 'RestDeletion': 9, 'RestDuration': 1, 'StaffAssignment': 2, 'Voice': 8, 'n_Note': 34, 'n_Chord': 83, 'n_Rest': 11}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 59, 'NoteInsertion': 72, 'NoteSpelling': 2, 'NoteDuration': 7, 'StemDirection': 5, 'Beams': 8, 'Tie': 0, 'RestInsertion': 1, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 60, 'n_Chord': 8, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 29, 'NoteInsertion': 38, 'NoteSpelling': 0, 'NoteDuration': 1, 'StemDirection': 0, 'Beams': 0, 'Tie': 1, 'RestInsertion': 7, 'RestDeletion': 4, 'RestDuration': 4, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 18, 'n_Chord': 12, 'n_Rest': 8}
{'Clef': 3, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 90, 'NoteInsertion': 66, 'NoteSpelling': 0, 'NoteDuration': 8, 'StemDirection': 3, 'Beams': 3, 'Tie': 0, 'RestInsertion': 8, 'RestDeletion': 17, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 3, 'n_Note': 89, 'n_Chord': 10, 'n_Rest': 18}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 42, 'NoteInsertion': 38, 'NoteSpelling': 1, 'NoteDuration': 1, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 18, 'RestDeletion': 4, 'RestDuration': 5, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 21, 'n_Chord': 23, 'n_Rest': 11}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 54, 'NoteInsertion': 60, 'NoteSpelling': 1, 'NoteDuration': 3, 'StemDirection': 2, 'Beams': 3, 'Tie': 0, 'RestInsertion': 10, 'RestDeletion': 11, 'RestDuration': 4, 'StaffAssignment': 2, 'Voice': 1, 'n_Note': 33, 'n_Chord': 26, 'n_Rest': 19}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 94, 'NoteInsertion': 70, 'NoteSpelling': 4, 'NoteDuration': 4, 'StemDirection': 3, 'Beams': 4, 'Tie': 0, 'RestInsertion': 36, 'RestDeletion': 5, 'RestDuration': 5, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 33, 'n_Chord': 66, 'n_Rest': 14}
{'Clef': 4, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 70, 'NoteInsertion': 63, 'NoteSpelling': 5, 'NoteDuration': 7, 'StemDirection': 6, 'Beams': 7, 'Tie': 1, 'RestInsertion': 17, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 54, 'n_Chord': 24, 'n_Rest': 1}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 19, 'NoteInsertion': 40, 'NoteSpelling': 0, 'NoteDuration': 1, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 6, 'RestDeletion': 8, 'RestDuration': 3, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 15, 'n_Chord': 6, 'n_Rest': 12}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 25, 'NoteInsertion': 37, 'NoteSpelling': 1, 'NoteDuration': 2, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 24, 'RestDeletion': 3, 'RestDuration': 4, 'StaffAssignment': 0, 'Voice': 1, 'n_Note': 13, 'n_Chord': 14, 'n_Rest': 12}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 58, 'NoteInsertion': 61, 'NoteSpelling': 2, 'NoteDuration': 6, 'StemDirection': 3, 'Beams': 3, 'Tie': 0, 'RestInsertion': 16, 'RestDeletion': 7, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 4, 'n_Note': 46, 'n_Chord': 18, 'n_Rest': 8}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 99, 'NoteInsertion': 118, 'NoteSpelling': 3, 'NoteDuration': 2, 'StemDirection': 3, 'Beams': 2, 'Tie': 3, 'RestInsertion': 31, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 3, 'Voice': 1, 'n_Note': 23, 'n_Chord': 81, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 71, 'NoteInsertion': 50, 'NoteSpelling': 3, 'NoteDuration': 5, 'StemDirection': 4, 'Beams': 4, 'Tie': 1, 'RestInsertion': 4, 'RestDeletion': 4, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 1, 'n_Note': 64, 'n_Chord': 12, 'n_Rest': 4}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 121, 'NoteInsertion': 145, 'NoteSpelling': 2, 'NoteDuration': 14, 'StemDirection': 7, 'Beams': 11, 'Tie': 0, 'RestInsertion': 37, 'RestDeletion': 7, 'RestDuration': 3, 'StaffAssignment': 5, 'Voice': 0, 'n_Note': 5, 'n_Chord': 134, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 94, 'NoteInsertion': 73, 'NoteSpelling': 2, 'NoteDuration': 4, 'StemDirection': 4, 'Beams': 5, 'Tie': 3, 'RestInsertion': 6, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 3, 'n_Note': 101, 'n_Chord': 0, 'n_Rest': 0}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 58, 'NoteInsertion': 63, 'NoteSpelling': 11, 'NoteDuration': 5, 'StemDirection': 13, 'Beams': 11, 'Tie': 1, 'RestInsertion': 0, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 9, 'Voice': 12, 'n_Note': 72, 'n_Chord': 0, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 26, 'NoteInsertion': 21, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 0, 'RestDeletion': 10, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 22, 'n_Chord': 4, 'n_Rest': 14}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 30, 'NoteInsertion': 76, 'NoteSpelling': 3, 'NoteDuration': 3, 'StemDirection': 6, 'Beams': 5, 'Tie': 0, 'RestInsertion': 49, 'RestDeletion': 0, 'RestDuration': 4, 'StaffAssignment': 1, 'Voice': 1, 'n_Note': 36, 'n_Chord': 0, 'n_Rest': 4}
pass
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 42, 'NoteInsertion': 47, 'NoteSpelling': 0, 'NoteDuration': 6, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 2, 'RestDeletion': 7, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 7, 'n_Chord': 44, 'n_Rest': 7}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 106, 'NoteInsertion': 72, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 1, 'Beams': 0, 'Tie': 0, 'RestInsertion': 40, 'RestDeletion': 2, 'RestDuration': 8, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 9, 'n_Chord': 98, 'n_Rest': 10}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 125, 'NoteInsertion': 101, 'NoteSpelling': 6, 'NoteDuration': 4, 'StemDirection': 6, 'Beams': 8, 'Tie': 0, 'RestInsertion': 11, 'RestDeletion': 14, 'RestDuration': 2, 'StaffAssignment': 6, 'Voice': 5, 'n_Note': 72, 'n_Chord': 65, 'n_Rest': 16}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 53, 'NoteInsertion': 53, 'NoteSpelling': 1, 'NoteDuration': 1, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 2, 'RestDeletion': 14, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 37, 'n_Chord': 17, 'n_Rest': 14}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 83, 'NoteInsertion': 144, 'NoteSpelling': 5, 'NoteDuration': 7, 'StemDirection': 4, 'Beams': 5, 'Tie': 0, 'RestInsertion': 28, 'RestDeletion': 0, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 90, 'n_Chord': 0, 'n_Rest': 1}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 104, 'NoteInsertion': 73, 'NoteSpelling': 2, 'NoteDuration': 7, 'StemDirection': 3, 'Beams': 5, 'Tie': 1, 'RestInsertion': 20, 'RestDeletion': 4, 'RestDuration': 2, 'StaffAssignment': 2, 'Voice': 2, 'n_Note': 64, 'n_Chord': 48, 'n_Rest': 8}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 127, 'NoteInsertion': 88, 'NoteSpelling': 3, 'NoteDuration': 4, 'StemDirection': 3, 'Beams': 2, 'Tie': 0, 'RestInsertion': 2, 'RestDeletion': 27, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 1, 'n_Note': 84, 'n_Chord': 48, 'n_Rest': 29}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 44, 'NoteInsertion': 40, 'NoteSpelling': 0, 'NoteDuration': 4, 'StemDirection': 3, 'Beams': 3, 'Tie': 1, 'RestInsertion': 37, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 4, 'n_Note': 22, 'n_Chord': 27, 'n_Rest': 0}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 75, 'NoteInsertion': 55, 'NoteSpelling': 5, 'NoteDuration': 10, 'StemDirection': 5, 'Beams': 10, 'Tie': 3, 'RestInsertion': 21, 'RestDeletion': 3, 'RestDuration': 1, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 86, 'n_Chord': 2, 'n_Rest': 4}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 50, 'NoteInsertion': 32, 'NoteSpelling': 3, 'NoteDuration': 3, 'StemDirection': 0, 'Beams': 1, 'Tie': 2, 'RestInsertion': 0, 'RestDeletion': 9, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 1, 'n_Note': 51, 'n_Chord': 2, 'n_Rest': 9}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 68, 'NoteInsertion': 59, 'NoteSpelling': 1, 'NoteDuration': 1, 'StemDirection': 0, 'Beams': 1, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 39, 'RestDuration': 5, 'StaffAssignment': 3, 'Voice': 1, 'n_Note': 39, 'n_Chord': 31, 'n_Rest': 47}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 126, 'NoteInsertion': 111, 'NoteSpelling': 3, 'NoteDuration': 6, 'StemDirection': 5, 'Beams': 6, 'Tie': 0, 'RestInsertion': 15, 'RestDeletion': 4, 'RestDuration': 4, 'StaffAssignment': 5, 'Voice': 1, 'n_Note': 103, 'n_Chord': 32, 'n_Rest': 9}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 70, 'NoteInsertion': 91, 'NoteSpelling': 1, 'NoteDuration': 5, 'StemDirection': 5, 'Beams': 7, 'Tie': 2, 'RestInsertion': 22, 'RestDeletion': 7, 'RestDuration': 3, 'StaffAssignment': 1, 'Voice': 3, 'n_Note': 79, 'n_Chord': 0, 'n_Rest': 12}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 100, 'NoteInsertion': 78, 'NoteSpelling': 3, 'NoteDuration': 9, 'StemDirection': 2, 'Beams': 6, 'Tie': 0, 'RestInsertion': 11, 'RestDeletion': 3, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 5, 'n_Note': 36, 'n_Chord': 74, 'n_Rest': 4}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 78, 'NoteInsertion': 108, 'NoteSpelling': 9, 'NoteDuration': 11, 'StemDirection': 9, 'Beams': 16, 'Tie': 0, 'RestInsertion': 18, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 3, 'Voice': 8, 'n_Note': 94, 'n_Chord': 4, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 7, 'NoteInsertion': 31, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 7, 'RestDeletion': 1, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 8, 'n_Chord': 0, 'n_Rest': 2}
pass
{'Clef': 4, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 94, 'NoteInsertion': 91, 'NoteSpelling': 5, 'NoteDuration': 9, 'StemDirection': 9, 'Beams': 8, 'Tie': 2, 'RestInsertion': 12, 'RestDeletion': 9, 'RestDuration': 0, 'StaffAssignment': 4, 'Voice': 6, 'n_Note': 90, 'n_Chord': 17, 'n_Rest': 9}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 34, 'NoteInsertion': 15, 'NoteSpelling': 1, 'NoteDuration': 1, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 27, 'RestDeletion': 1, 'RestDuration': 4, 'StaffAssignment': 0, 'Voice': 1, 'n_Note': 19, 'n_Chord': 16, 'n_Rest': 6}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 34, 'NoteInsertion': 33, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 1, 'RestDeletion': 12, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 0, 'n_Chord': 34, 'n_Rest': 16}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 24, 'NoteInsertion': 37, 'NoteSpelling': 1, 'NoteDuration': 3, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 11, 'RestDeletion': 8, 'RestDuration': 3, 'StaffAssignment': 0, 'Voice': 1, 'n_Note': 24, 'n_Chord': 3, 'n_Rest': 11}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 26, 'NoteInsertion': 19, 'NoteSpelling': 0, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 15, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 22, 'n_Chord': 4, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 107, 'NoteInsertion': 34, 'NoteSpelling': 6, 'NoteDuration': 4, 'StemDirection': 7, 'Beams': 10, 'Tie': 4, 'RestInsertion': 103, 'RestDeletion': 0, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 4, 'n_Note': 52, 'n_Chord': 65, 'n_Rest': 0}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 62, 'NoteInsertion': 70, 'NoteSpelling': 0, 'NoteDuration': 1, 'StemDirection': 2, 'Beams': 4, 'Tie': 0, 'RestInsertion': 20, 'RestDeletion': 17, 'RestDuration': 1, 'StaffAssignment': 1, 'Voice': 0, 'n_Note': 57, 'n_Chord': 10, 'n_Rest': 19}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 126, 'NoteInsertion': 97, 'NoteSpelling': 2, 'NoteDuration': 2, 'StemDirection': 5, 'Beams': 6, 'Tie': 0, 'RestInsertion': 71, 'RestDeletion': 4, 'RestDuration': 5, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 89, 'n_Chord': 45, 'n_Rest': 9}
{'Clef': 2, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 50, 'NoteInsertion': 50, 'NoteSpelling': 1, 'NoteDuration': 1, 'StemDirection': 2, 'Beams': 2, 'Tie': 0, 'RestInsertion': 2, 'RestDeletion': 4, 'RestDuration': 0, 'StaffAssignment': 6, 'Voice': 1, 'n_Note': 47, 'n_Chord': 10, 'n_Rest': 4}
{'Clef': 1, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 159, 'NoteInsertion': 120, 'NoteSpelling': 6, 'NoteDuration': 4, 'StemDirection': 4, 'Beams': 5, 'Tie': 0, 'RestInsertion': 19, 'RestDeletion': 12, 'RestDuration': 6, 'StaffAssignment': 6, 'Voice': 1, 'n_Note': 84, 'n_Chord': 81, 'n_Rest': 20}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 63, 'NoteInsertion': 53, 'NoteSpelling': 2, 'NoteDuration': 4, 'StemDirection': 3, 'Beams': 2, 'Tie': 0, 'RestInsertion': 23, 'RestDeletion': 17, 'RestDuration': 3, 'StaffAssignment': 1, 'Voice': 3, 'n_Note': 56, 'n_Chord': 12, 'n_Rest': 20}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 41, 'NoteInsertion': 51, 'NoteSpelling': 1, 'NoteDuration': 1, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 7, 'RestDeletion': 8, 'RestDuration': 0, 'StaffAssignment': 1, 'Voice': 1, 'n_Note': 33, 'n_Chord': 12, 'n_Rest': 8}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 31, 'NoteInsertion': 18, 'NoteSpelling': 1, 'NoteDuration': 0, 'StemDirection': 0, 'Beams': 0, 'Tie': 1, 'RestInsertion': 3, 'RestDeletion': 24, 'RestDuration': 0, 'StaffAssignment': 0, 'Voice': 0, 'n_Note': 26, 'n_Chord': 6, 'n_Rest': 24}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 57, 'NoteInsertion': 48, 'NoteSpelling': 1, 'NoteDuration': 4, 'StemDirection': 1, 'Beams': 1, 'Tie': 0, 'RestInsertion': 9, 'RestDeletion': 0, 'RestDuration': 1, 'StaffAssignment': 3, 'Voice': 0, 'n_Note': 5, 'n_Chord': 58, 'n_Rest': 2}
{'Clef': 3, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 80, 'NoteInsertion': 102, 'NoteSpelling': 4, 'NoteDuration': 8, 'StemDirection': 4, 'Beams': 6, 'Tie': 0, 'RestInsertion': 4, 'RestDeletion': 3, 'RestDuration': 1, 'StaffAssignment': 3, 'Voice': 2, 'n_Note': 79, 'n_Chord': 10, 'n_Rest': 4}
{'Clef': 0, 'KeySignature': 0, 'TimeSignature': 0, 'NoteDeletion': 34, 'NoteInsertion': 27, 'NoteSpelling': 1, 'NoteDuration': 2, 'StemDirection': 0, 'Beams': 0, 'Tie': 0, 'RestInsertion': 11, 'RestDeletion': 2, 'RestDuration': 0, 'StaffAssignment': 2, 'Voice': 0, 'n_Note': 38, 'n_Chord': 0, 'n_Rest': 2}
